AÑO,DEPARTAMENTO,MUNICIPO,TOTAL MUESTRAS,RESULTADO COLOR APARENTE,RESULTADO TURBIEDAD,RESULTADO PH,RESULTADO CLORO RESIDUAL LIBRE,RESULTADO ALCALINIDAD TOTAL,RESULTADO CALCIO,RESULTADO FOSFATOS,RESULTADO MANGANESO,RESULTADO MOLIBDENO,RESULTADO MAGNESIO,RESULTADO ZINC,RESULTADO DUREZA TOTAL,RESULTADO SULFATOS,RESULTADO HIERRO TOTAL,RESULTADO CLORUROS,RESULTADO NITRATOS,RESULTADO NITRITOS,RESULTADO ALUMINIO,RESULTADO FLORUROS,RESULTADO COT,RESULTADO COLIFORMES TOTALES,RESULTADO E.COLI,RESULTADO ANTIMONIO,RESULTADO ARSÉNICO,RESULTADO BARIO,RESULTADO CADMIO,RESULTADO CIANURO LIBRE Y DIASOCIABLE,RESULTADO COBRE,RESULTADO Cromo total,RESULTADO MERCURIO,RESULTADO NIQUEL,RESULTADO PLOMO,RESULTADO SELENIO,RESULTADO TRIHALOMETANOS TOTALES,RESULTADO HIDROCARBUROS AROMÁTICOS POLICICLICOS,RESULTADO GIARDIA,RESULTADO CRYPTOSPORIDIUM,RESULTADO PLAGUICIDAS TOTALES,RESULTADO ORGANOFOSFORADOS Y CARBAMATOS,RESULTADO MESÓFILOS,IRCA PROMEDIO,IRCA BASE PROMEDIO,NIVEL DE RIESGO PROMEDIO
2015,Nariño,Yacuanquer,61,28.60655738,3.084285714,7.302786885,1.107916667,41.07213115,,,,,,,31.7704918,,0.387540984,3.8,,0,0.011285714,0.125,,1712.655738,51.63934426,,,,,,,,,,,,,,,,,,,44.760327,44.760327,ALTO
2015,Norte de Santander,Abrego,30,8.073333333,0.85,7.594666667,0.696666667,44.75666667,,0.07625,,,,0,61.93333333,3.172413793,0.083333333,2.163333333,,0,,,,413.6333333,86.23333333,,,,,,,,,,,,,,0,2,,,,21.825333,20.87,MEDIO
2015,Norte de Santander,Arboledas,18,3.083333333,0.316666667,7.643333333,0.955555556,67.98888889,,0.076153846,,,,,90.27777778,2.888888889,0.05,3.283333333,,0,,,,393.0555556,1.166666667,,,,,,,,,,,,,,,,,,,19.708888,19.708888,MEDIO
2015,Norte de Santander,Bochalema,21,4.135,0.58,7.5525,0.8475,36.165,,0.180666667,,,,,52.3,1.15,0.06,2.016666667,,0,,,,452.9047619,19.14285714,,,,,,,,,,,,,,0,2,,,,28.09619,23.334285,MEDIO
2015,Norte de Santander,Bucarasica,9,5.0875,0.6125,7.55,0.4,24.625,,0.064,,,,,31.75,0.125,,2.025,,0,,,,806.7777778,15.88888889,,,,,,,,,,,,,,,,,,,29.386666,29.386666,MEDIO
2015,Norte de Santander,Cachirá,10,14.04,2.58,7.714,0.77,85.51,,0.095,,,,,113.6,2.1,0.4375,1.8,,0,,0.03,,417.1,11,,,,,,,,,,,,,,,,,,,28.609,28.609,MEDIO
2015,Norte de Santander,Cácota,11,14.37272727,2.872727273,7.302727273,0.618181818,20.06363636,,0.11375,,,,,44.09090909,14.4,0.223333333,4.35,,0,,0.005,,268.3636364,13.09090909,,,,,,,,,,,,,,0,0,,,,35.16,35.16,ALTO
2015,Norte de Santander,Chinácota,25,8.095833333,1.3875,7.757083333,1.158333333,89.29583333,,0.016111111,,,,,115.75,11.45833333,0.6075,3.6125,,0,,0.042,,428.72,10.48,,,,,,,,,,,,,,,,,,,23.4188,23.4188,MEDIO
2015,Norte de Santander,Chitagá,14,10.80714286,1.3,6.877857143,0.628571429,25.24285714,,0.079,,,,,39.85714286,1.571428571,0.12,2.307142857,,0.005714286,,,,560.4285714,41.21428571,,,,,,,,,,,,,,,,,,,34.388571,34.388571,MEDIO
2015,Norte de Santander,Convención,22,6.23,0.4815,7.3105,0.79,22.235,,0.024117647,,,,,48,2.15,0.02,2.515,,0,,,,978.7727273,54.79545455,,,,,,,,,,,,,,,,,,,35.105454,35.105454,ALTO
2015,Norte de Santander,Cúcuta,93,5.198484848,0.420757576,7.745909091,0.815606061,77.88181818,,0.0756,,,,,105.1666667,20.84848485,0.256363636,9.141060606,0,0,,0.073166667,,26.31182796,0.376344086,,,,,,,,,,,,,,,,,,,1.604516,1.604516,SIN RIESGO
2015,Norte de Santander,Cucutilla,13,4.915384615,0.961538462,7.529230769,0.669230769,36.29230769,,0.057272727,,,,,50.92307692,0,0.18,1.553846154,,0,,,,1303.076923,36.46153846,,,,,,,,,,,,,,,,,,,37.98,37.98,ALTO
2015,Norte de Santander,Durania,18,5.244444444,0.883888889,7.363333333,0.858333333,48.45555556,,0.028,,,,,63.33333333,2.055555556,0.11,3.664705882,,0.002222222,,0,,744.4444444,65.83333333,,,,,,,,,,,,,,1,0,,,,28.382777,22.827222,MEDIO
2015,Norte de Santander,El Carmen,14,4.585714286,0.557142857,8.383571429,0.614285714,121.2714286,,0.149090909,,,,,125.6428571,6.5,,3.585714286,,0,,0.19,,392.7857143,35,,,,,,,,,,,,,,,,,,,16.992142,16.992142,MEDIO
2015,Norte de Santander,El Tarra,18,12.89444444,1.127777778,7.29,0.638888889,29.38333333,,0.173076923,,,,,46.83333333,0.111111111,0.085,2.305555556,,0,,,,792.2777778,30.83333333,,,,,,,,,,,,,,0,0,,,,30.157222,30.157222,MEDIO
2015,Norte de Santander,El Zulia,29,5.444827586,0.520689655,7.741034483,0.85862069,63.83103448,,0.032857143,,,,,93.24137931,5.551724138,0.3,4.472413793,,0,,0.07,,438.2068966,67.55172414,,,,,,,,,,,,,,0,0,,,,19.084137,19.084137,MEDIO
2015,Norte de Santander,Gramalote,1,5.6,0.5,6.28,1,2.8,,0.17,,,,,35,0,,2.6,,0,,,,231,0,,,,,,,,,,,,,,,,,,,19.29,19.29,MEDIO
2015,Norte de Santander,Hacarí,9,11.22222222,1.422222222,7.673333333,0.711111111,31.46666667,,0.191666667,,,,,44.11111111,0.333333333,0.245,2.528571429,,0,,0.043,,591.7777778,0.666666667,,,,,,,,,,,,,,,,,,,25.952222,25.952222,MEDIO
2015,Norte de Santander,Herrán,9,17.34444444,1.957777778,7.647777778,0.755555556,76.72222222,,0.1325,,,,,110,16,0.275,1.666666667,,0,,,,359.3333333,26.11111111,,,,,,,,,,,,,,,,,,,24.773333,24.773333,MEDIO
2015,Norte de Santander,La Esperanza,9,21.2,2.544444444,7.824444444,0.711111111,68.76666667,,0.18,,,,,70.66666667,0.444444444,0.258333333,2.588888889,,0,,0.87,,460.7777778,16.77777778,,,,,,,,,,,,,,,,,,,33.867777,33.867777,MEDIO
2015,Norte de Santander,La Playa,10,19.83,1.81,7.454,0.52,22.98,,0.061428571,,,,,32.4,1.1,0.49,2.966666667,,0,,0,,855.8,130,,,,,,,,,,,,,,,,,,,33.649,33.649,MEDIO
2015,Norte de Santander,Labateca,7,80.07142857,7.128571429,7.502857143,0.914285714,24.15714286,,0.031666667,,,,,49.57142857,0,0.694,3.857142857,,0,,,,135.1428571,1.571428571,,,,,,,,,,,,,,,,,,,36.298571,36.298571,ALTO
2015,Norte de Santander,Los Patios,78,13.13833333,2.275,8.019,1.108333333,107.4066667,,0.019333333,,,,,139.9666667,29.93333333,0.54375,6.21,,0,,0.05,,256.5769231,18.07692308,,,,,,,,,,,,,,0,0,,,,8.278974,8.278974,BAJO
2015,Norte de Santander,Lourdes,19,4.122222222,0.428333333,7.917777778,0.816666667,86.62777778,,0.227230769,,,,,117.3333333,5.055555556,,2.422222222,,0,,,,517.5789474,23.42105263,,,,,,,,,,,,,,0,0,,,,25.368421,25.368421,MEDIO
2015,Norte de Santander,Mutiscua,11,6.581818182,0.590909091,7.561818182,0.690909091,34.83636364,,0.015,,,,,51.45454545,0.181818182,,1.481818182,,0,,,,68.45454545,9.454545455,,,,,,,,,,,,,,0,0,,,,18.24909,18.24909,MEDIO
2015,Norte de Santander,Ocaña,63,2.770212766,0.453191489,7.573829787,0.846808511,66.54893617,,0.053428571,,,,,78.12765957,8.829787234,0.072,4.35,,0,,0.066,,161.6229508,2.147540984,,,,,,,,,,,,,,0,0,,,,7.985238,7.985238,BAJO
2015,Norte de Santander,Pamplona,58,2.711363636,0.365909091,7.418636364,0.755227273,28.21818182,,0.020857143,,,,,45,0.454545455,0.03,3.281395349,,0,,,,165.5172414,0.568965517,,,,,,,,,,,,,,0,0,,,,8.207068,8.207068,BAJO
2015,Norte de Santander,Pamplonita,13,2.607692308,0.41,7.863846154,0.792307692,100.5,,0.085555556,,,,,117.1215385,16.92307692,0.415,1.658333333,,0,,0.01,,722.3846154,29.61538462,,,,,,,,,,,,,,0,0,,,,29.90923,29.90923,MEDIO
2015,Norte de Santander,Puerto Santander,12,5.191666667,0.666666667,7.700833333,0.733333333,91.575,,0.046,,,,,104.5833333,7.333333333,0.05,10.7,,0,,,,202.75,0.5,,,,,,,,,,,,,,,,,,,10.915,10.915,BAJO
2015,Norte de Santander,Ragonvalia,16,2.24375,0.315625,7.6375,0.990625,44.5,,0.017692308,,,,,77.1875,4.5,0.2,5.375,,0,,0,,40.6875,0.125,,,,,,,,,,,,,,,,,,,11.001875,11.001875,BAJO
2015,Norte de Santander,Salazar,15,4.886666667,0.726666667,7.874,1.2,36.86666667,,0.139090909,,,,,40.06666667,0.066666667,,5.028571429,,0,,,,650.8666667,42.46666667,,,,,,,,,,,,,,,,,,,22.419333,22.419333,MEDIO
2015,Norte de Santander,San Calixto,13,10.58461538,1.030769231,7.652307692,0.661538462,45.05615385,,0.23,,,,,54.15384615,0.384615385,0.05,3.218181818,,0,,,,755.3846154,9.076923077,,,,,,,,,,,,,,,,,,,40.483076,40.483076,ALTO
2015,Norte de Santander,San Cayetano,12,6.908333333,0.808333333,7.978333333,0.858333333,84.43333333,0.09,0.061111111,,,,,105.4166667,31.16666667,0.1,4.925,,0,,,,561.4166667,51.75,,,,,,,,,,,,,,2,2,,,,29.489166,21.155833,MEDIO
2015,Norte de Santander,Santiago,7,14.31428571,1.414285714,7.99,1.785714286,58.47142857,,0.056,,,,,87.85714286,10.57142857,0.775,3.528571429,,0,,,,0,0,,,,,,,,,,,,,,0,0,,,,7.317142,7.317142,BAJO
2015,Norte de Santander,Sardinata,19,6.110526316,0.667368421,7.825789474,0.362631579,70.37894737,,0.068666667,,,,,96.94736842,17.21052632,0.05,1.747368421,0,0,,,0,943.0526316,32.22222222,,,,,,,,,,,,,,,,,,,28.374736,28.374736,MEDIO
2015,Norte de Santander,Silos,18,17.25555556,2.022222222,7.291666667,1.077777778,37.14444444,,0.012307692,,,,,77.44444444,11.66666667,0.563333333,2.627777778,,0,,,,263.3333333,19.5,,,,,,,,,,,,,,0,0,,,,25.369444,25.369444,MEDIO
2015,Norte de Santander,Teorama,12,20.85,2.366666667,7.456666667,0.675,42.71666667,,0.03,,,,,60.08333333,0,0.216,2.475,,0,,,,1066.083333,635.5,,,,,,,,,,,,,,0,1,,,,41.636666,33.448333,ALTO
2015,Norte de Santander,Tibú,13,6.9,0.8,7.322307692,1.143846154,31.43846154,,0.011,,,,,51.76923077,0.076923077,0.151428571,3.346153846,,0,,0.17,,186.1538462,29.76923077,,,,,,,,,,,,,,,,,,,5.127692,5.127692,BAJO
2015,Norte de Santander,Toledo,19,78.39473684,6.310526316,5.55,0.634210526,8.452631579,,0.026428571,,,,,32.21052632,6.052631579,0.32,2.610526316,,0,,0,,1773.631579,233.5789474,,,,,,,,,,,,,,0,0,,,,32.277894,32.277894,MEDIO
2015,Norte de Santander,Villa Caro,7,12.75714286,1.114285714,7.368571429,0.885714286,30.08571429,,0.034,,,,,59.28571429,7.571428571,0.13,1.871428571,,0,,,,851.2857143,29.14285714,,,,,,,,,,,,,,,,,,,32.21,32.21,MEDIO
2015,Norte de Santander,Villa Del Rosario,119,2.550980392,0.440294118,7.745,0.969607843,216.0754902,,0.030722892,,,,,214.4019608,77.81372549,0.12,20.67777778,,0,,,,62.25210084,1.403361345,,,,,,,,,,,,,,0,0,,,,7.733697,7.733697,BAJO
2015,Putumayo,Colón,17,,7.6425,7.294705882,0.411818182,24.23529412,5.606666667,,,,,,19.90666667,,,27,,,,,,262.9117647,18.49411765,,,,,,,,,,,,,,,,,,,34.021764,34.021764,MEDIO
2015,Putumayo,Leguízamo,9,,3.236666667,6.773333333,1.47,11.88888889,6.942857143,,,,,,26.25714286,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,9.791111,9.791111,BAJO
2015,Putumayo,Mocoa,53,,11.3562069,7.057358491,0.480714286,15.35849057,4.5812,,,,,,16.168,,,16.9,,,,,,1469.169811,239.7177358,,,,,,,,,,,,,,,,,,,65.697924,65.697924,ALTO
2015,Putumayo,Orito,3,,,6.656666667,0,10.66666667,0.5,,,,,,4.5,,,,,,,,,1331.833333,46.46666667,,,,,,,,,,,,,,,,,,,78.65,78.65,ALTO
2015,Putumayo,Puerto Asís,12,,6.41375,6.909166667,0.29625,12.25,5.781818182,,,,,,18.12727273,,,25.5,,,,,,535.45,286.6166667,,,,,,,,,,,,,,,,,,,43.894166,43.894166,ALTO
2015,Putumayo,Puerto Caicedo,13,,1.31,5.588461538,1.4075,6.692307692,2.161538462,,,,,,7.661538462,,,91,,,,,,388.7230769,9.015384615,,,,,,,,,,,,,,,,,,,26.755384,26.755384,MEDIO
2015,Putumayo,Puerto Guzmán,10,,1.42,7.697,0.737777778,28.3,6.98,,,,,,34.68,,,34.5,,,,,,241.96,1.69,,,,,,,,,,,,,,,,,,,14.518,14.518,MEDIO
2015,Putumayo,San Francisco,10,,2.25,7.404,0.2775,19.7,6.3,,,,,,22.8,,,24,,,,,,139.23,33.2,,,,,,,,,,,,,,,,,,,59.179,59.179,ALTO
2015,Putumayo,San Miguel,14,,1.198571429,6.131428571,,18.35714286,14.23076923,,,,,,37.71538462,,,9.5,,,,,,698.2785714,231.5785714,,,,,,,,,,,,,,,,,,,59.398571,59.398571,ALTO
2015,Putumayo,Santiago,6,,18.5425,6.983333333,0.664,12.33333333,2.82,,,,,,12.24,,,31,,,,,,102.1833333,29.75,,,,,,,,,,,,,,,,,,,25.89,25.89,MEDIO
2015,Putumayo,Sibundoy,12,,9.3525,6.015,1.293333333,13.66666667,6.618181818,,,,,,14.81818182,,,108,,,,,,471.9916667,371.55,,,,,,,,,,,,,,,,,,,56.061666,56.061666,ALTO
2015,Putumayo,Valle Del Guamuez,17,,2.885454545,6.815882353,0.86,42.29411765,9.993333333,,,,,,36.8125,,,,,,,,,1374.588235,185.3529412,,,,,,,,,,,,,,,,,,,70.144705,70.144705,ALTO
2015,Putumayo,Villagarzón,13,,4.232857143,7.190769231,0.61875,10.53846154,2.746666667,,,,,,9.981818182,,,6,,,,,,936.8916667,19.23846154,,,,,,,,,,,,,,,,,,0,53.362307,53.362307,ALTO
2015,Quindio,Armenia,131,4.854961832,0.791603053,7.344656489,0.983206107,38.55725191,14.1221374,0.109022901,,,,,50.76335878,14.4351145,0.098153846,4.0621875,,,0.01,0.0109,,0.062015504,0,,,,,,,,,,,,,,,,,,0,0.355496,0.355496,SIN RIESGO
2015,Quindio,Buenavista,32,4.85625,0.45,7.2446875,0.6734375,54.8125,15.125,0.0059375,,,,,61.5625,10.71875,0.0896875,1.0903125,,,,0.080769231,,0,0,,,,,,,,,,,,,,,,,,0,0.599375,0.599375,SIN RIESGO
2015,Quindio,Calarca,79,4.808860759,1.018987342,7.360253165,0.776582278,61.2278481,24.24050633,0.001379747,,,,,76.08860759,23.41772152,0.118227848,8.089493671,,,,0.074516129,,4.168831169,0,,,,,,,,,,,,,,,,,,0,3.97886,3.97886,SIN RIESGO
2015,Quindio,Circasia,38,5.786842105,1.25,7.208157895,0.725789474,27.47631579,10.26315789,0.002894737,,,,,38.52631579,12.05263158,0.192894737,2.168157895,,,,0.0703125,,7.810810811,0.315789474,,,,,,,,,,,,,,,,,,0,8.021315,8.021315,BAJO
2015,Quindio,Córdoba,15,4.96,0.713333333,7.36,1.48,70,20.4,0.0518,,,,,70.4,9.133333333,0.051333333,1.3,,,,0.09,,0,0,,,,,,,,,,,,,,,,,,,4.650666,4.650666,SIN RIESGO
2015,Quindio,Filandia,37,5.408108108,1.056756757,6.843513514,1.251351351,13.35135135,6.054054054,0,,,,,21.54054054,7.837837838,0.159459459,2.516486486,,,,0.059354839,,0.944444444,0.527777778,,,,,,,,,,,,,,,,,,,4.085135,4.085135,SIN RIESGO
2015,Quindio,Génova,21,4.914285714,0.619047619,7.260952381,1.197619048,63.52380952,35.61904762,0,,,,,106.6666667,41.28571429,0.10047619,2.02,,,,0.075882353,,0,0,,,,,,,,,,,,,,,,,,,0.830476,0.830476,SIN RIESGO
2015,Quindio,La Tebaida,58,5.720689655,1.672413793,7.019310345,0.64137931,50.31034483,16.10344828,0.015482759,,,,,58.52631579,16.42105263,0.176034483,4.990862069,,,,0.073863636,,7.5,0.068965517,,,,,,,,,,,,,,,,,,,7.006034,7.006034,BAJO
2015,Quindio,Montenegro,32,5.5875,1.54375,6.9259375,1.05625,23.375,7.15625,0.010625,,,,,31.53125,8.25,0.165,3.1703125,,,,0.065454545,,3.90625,0.625,,,,,,,,,,,,,,,,,,,4.903437,4.903437,SIN RIESGO
2015,Quindio,Pijao,24,5.7875,1.258333333,7.502916667,0.5625,55.45833333,15.16666667,0.00575,,,,,59.70833333,10.625,0.080833333,1.13875,,,,0.058,,6.666666667,1.916666667,,,,,,,,,,,,,,,,,,,7.5175,7.5175,BAJO
2015,Quindio,Quimbaya,26,5.134615385,0.773076923,7.265769231,0.876923077,36.73076923,7.423076923,0.005730769,,,,,33.88461538,7.423076923,0.120384615,1.769230769,,,,0.085294118,,10.03846154,1.269230769,,,,,,,,,,,,,,,,,,,10.293076,10.293076,BAJO
2015,Quindio,Salento,31,4.467741935,0.596774194,7.15483871,0.903225806,46.35483871,18.74193548,0.006387097,,,,,64.96774194,20.03225806,0.118064516,1.574193548,,,,0.07,,22.29032258,10,,,,,,,,,,,,,,,,,,,12.002258,12.002258,BAJO
2015,Risaralda,Apía,59,5.305084746,0.540847458,7.940169492,1.006875,79.93220339,23.82758621,1.588571429,0,,4.285714286,2,81.14285714,37,0,4.275862069,3,0,,0.103125,,360.8728814,25.50847458,,,,,,0,,0,,,,,,,,,,11379.66102,14.511016,14.511016,MEDIO
2015,Risaralda,Balboa,60,4.5,0.509166667,6.907166667,1.1756,19.0862069,6.789473684,0.032,,,1.722222222,,23.83333333,,,4.827586207,,0,,0.071052632,,2189.525,19.275,,,,,,,,,,,,,,,,,,9450.833333,14.522166,14.522166,MEDIO
2015,Risaralda,Belén De Umbría,43,5.395348837,1.542790698,7.607906977,0.837142857,51,15.86046512,0.014285714,0,,3.851851852,,61.11111111,,0.036,3.860465116,,0,,0.130666667,,1359.744186,118.3906977,,,,,,0,,0,,,,,,,,,,11994.18605,15.191162,15.191162,MEDIO
2015,Risaralda,Dosquebradas,229,4.436681223,0.801484716,7.380829694,0.796551724,44.10106383,17.68085106,0.027857143,0,3,4.819047619,41,63.40952381,,0.025294118,8.457446809,,0,,0.2175,,474.6406114,25.43231441,0,,,,,0,,0,0,0,,,,,,,,3002.401747,14.624061,14.624061,MEDIO
2015,Risaralda,Guática,76,6.592105263,1.254868421,7.044342105,0.94875,38.32,10.68918919,2.209090909,0,,1.976744186,,32.13953488,,0.065,3.44,,0,,0.060416667,,379.7236842,72.28552632,0,,,,,0,,0,0,0,,,,,,,,4806.743421,14.578947,14.578947,MEDIO
2015,Risaralda,La Celia,41,3.195121951,0.36804878,7.006097561,1.127878788,15.92682927,5.073170732,0.02,0,,1.52,,17.36,,0,3.268292683,,0,,0.086428571,,406.1875,21.7,,,,,,0,,0,,,,,,,,,,9936.25,11.982926,11.982926,BAJO
2015,Risaralda,La Virginia,48,4,0.64125,7.078541667,1.295609756,52.22222222,17.46666667,0.106666667,0,,3.875,,66.95833333,,0,7.044444444,,0,,0.070769231,,489.6041667,9.927083333,0,,,,,0,,0,0,0,,,,,,,,6020.833333,14.163333,14.163333,MEDIO
2015,Risaralda,Marsella,60,5.133333333,1.547,7.547666667,0.7956,57.12962963,16.68518519,0.009166667,0,,3.634146341,,59.26829268,,0,4.5,,0,,0.066666667,,1144.448333,121.25,,,,,,0,,0,,,,,,,,,,54260.83333,17.445666,17.445666,MEDIO
2015,Risaralda,Mistrató,49,3.306122449,1.514489796,7.620816327,3.854705882,66.10204082,19.41666667,0.051428571,0,,5.28125,,75.59375,,0.024285714,3.653061224,,0,,0.141333333,,724.1734694,48.66326531,,,,,,0,,0,,,,,,,,,,7021.875,17.843061,17.843061,MEDIO
2015,Risaralda,Pereira,348,4.291479821,0.822600897,7.282017937,1.354863636,42.2513369,20.1657754,0.0472,0,,4.362068966,,74.02586207,,0,4.661290323,,0,,0.087837838,,257.7959654,9.49221902,,,,,,0,,0,,,,,,,,,,4986.637931,6.920689,6.920689,BAJO
2015,Risaralda,Pueblo Rico,56,4.089285714,0.34875,7.23625,1.2646875,30.32142857,9.910714286,0.031428571,0,,2.553191489,,37.89361702,,0,4.303571429,,0,,0.064285714,,4882.848214,141.1607143,,,,,,0,,0,,,,,,,,,,39564.28571,30.514821,30.514821,MEDIO
2015,Risaralda,Quinchía,51,5.235294118,1.303529412,7.221372549,0.642926829,39.44897959,14.20408163,0.014,0,,2.46875,,42.5,,0,6.571428571,,0,,0.130769231,,1340.813725,31.53921569,,,,,,0,,0,,,,,,,,,,9733.333333,16.422941,16.422941,MEDIO
2015,Risaralda,Santa Rosa De Cabal,55,6.272727273,1.397272727,7.461272727,0.49,53.76,29.48,0.038571429,0,,5.827586207,,102.5862069,,0.096666667,42.08695652,,0,,0.114666667,,966.8290909,28.12727273,0,,,,,0,,0,0,0,,,,,,,,10702.72727,14.192727,14.192727,MEDIO
2015,Risaralda,Santuario,47,4.29787234,0.331489362,6.964255319,0.778285714,14.25531915,4.85106383,0.012,0,,1.357142857,,18.42857143,,0,3.204545455,,0,,0.072142857,,624.1276596,15.21276596,,,,,,0,,0,,,,,,,,,,8808.510638,13.461276,13.461276,BAJO
2015,Santander,Aguada,9,0.905555556,0.336666667,7.408888889,1.214285714,46,18.61111111,,,,12.60111111,,72.43333333,17.91166667,0.1,8.202222222,,0.010571429,,,,905,300,,,,,,,,,,,,,,,,,,,9.874444,9.874444,BAJO
2015,Santander,Albania,7,0.714285714,0.235714286,7.5,1,78.21428571,25.74285714,,,,31.15142857,,154.6857143,69.87,0.05,5.165714286,,0.0262,,0.09,,1292.857143,1410,,,,,,,,,,,,,,,,,,,32.004285,32.004285,MEDIO
2015,Santander,Aratoca,9,1.888888889,0.427777778,7.265555556,0.385714286,23.72222222,6.1,,,,5.176666667,,27.66666667,6.386666667,0.097142857,4.17875,,0.020571429,,0.04,,963.375,75.25,,,,,,,,,,,,,,,,,,,31.928888,31.928888,MEDIO
2015,Santander,Barbosa,9,0.372222222,0.961111111,7.702222222,1.556666667,52.7,35.61111111,,,,21.14555556,,123.7166667,62.07,0.121428571,10.98111111,,0.0132,,0,,1396.333333,85.11111111,,,,,,,,,,,,,,,,,,,30.994444,30.994444,MEDIO
2015,Santander,Barichara,11,0.319,0.69,7.327272727,1.2,7.3,3.55,0.9,,,3.742222222,,21.79,30.95714286,0.115714286,7.495,,0.014625,,,,4.7,0,,,,,,,,,,,,,,,,,,,4.38,4.38,SIN RIESGO
2015,Santander,Barrancabermeja,140,2.411811594,0.762246377,7.085714286,1.138857143,13.3192029,10.49189781,,,,8.363405797,,45.7807971,24.55348214,0.301578947,10.27781022,,0.013938144,,0,0,17.46376812,0.773722628,,,,,,,,,,,,,,,,,,,2.332142,2.332142,SIN RIESGO
2015,Santander,Betulia,11,4.262727273,0.629090909,6.072727273,1.305555556,3.636363636,3.936363636,,,,4.364545455,,22.12727273,18.2575,0.066666667,6.446363636,,0.022666667,,0,,5.3,0.1,,,,,,,,,,,,,,,,,,,7.500909,7.500909,BAJO
2015,Santander,Bolívar,8,0.395,0.71,7.6,0.975,133.5625,24.5125,,,,24.83875,,138.35,28.862,0.053333333,9.74,,0.020666667,,0,,3.285714286,0,,,,,,,,,,,,,,,,,,,4.8075,4.8075,SIN RIESGO
2015,Santander,Bucaramanga,241,0.372727273,0.256909091,7.387410714,0.963428571,43.14772727,20.74095455,,,,11.08272727,,71.47545455,42.39588235,0.01975,7.698,,0.019358289,,0.07875,0,3.213043478,0.530434783,,,,,,,,,,,,,,1.333333333,0,,,0,2.329419,1.914481,SIN RIESGO
2015,Santander,Cabrera,11,3.454545455,1.432727273,7.372727273,0.709090909,35.18181818,12.43636364,,,,10.03909091,,54.29454545,15.575,0.085555556,7.37,,0.017125,,0.03,,0.333333333,0,,,,,,,,,,,,,,,,,,,7.025454,7.025454,BAJO
2015,Santander,California,8,0.505,0.48375,7.63,1.028571429,82.1875,27.72625,,,,26.17375,,136.775,28.60666667,0.067142857,8.89625,,0.014571429,,,,5.625,0,,,,,,,,,,,,,,,,,,,4.4025,4.4025,SIN RIESGO
2015,Santander,Capitanejo,9,1.666666667,1.745555556,6.927777778,0.411111111,14.83333333,2.5,,,,2.157777778,,17.62777778,26.65166667,0.091428571,4.698888889,,0.007428571,,0,,954.875,25.25,,,,,,,,,,,,,,,,,,,27.082222,27.082222,MEDIO
2015,Santander,Carcasí,8,0.5,0.36875,7.465,0.94,136.375,18.7625,,,,29.81125,,231.24375,66.20166667,0.01,5.095,,0.010428571,,,,222,0.142857143,,,,,,,,,,,,,,,,,,,8.87625,8.87625,BAJO
2015,Santander,Cepitá,9,0.444444444,0.032222222,7.622222222,0.988888889,133.5555556,34.76666667,,,,29.58,,164.5222222,51.612,0.018571429,10.78888889,,0.013875,,0.61,,9.666666667,0.333333333,,,,,,,,,,,,,,,,,,,10.762222,10.762222,BAJO
2015,Santander,Cerrito,8,3.25,2.8475,7.46,,82.5625,24.025,,,,12.36625,,80.6,19.29,0.08,5.00875,,0.025333333,,0,,811.8333333,1.833333333,,,,,,,,,,,,,,,,,,,23.12,23.12,MEDIO
2015,Santander,Charalá,8,1.142857143,0.26625,6.8625,1.15,15.625,10.5125,,,,6.01375,,35.575,51.96,0.036666667,5.91875,,0.018857143,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,SIN RIESGO
2015,Santander,Charta,10,1,0.48,7.464,,32.35,9.83,,,,7.775,,42.225,25.04714286,0.171428571,3.813,,0.0082,,,,109.4,1.5,,,,,,,,,,,,,,,,,,,21.578,21.578,MEDIO
2015,Santander,Chima,11,0.478181818,0.33,7.204545455,0.99,58.67272727,22.38181818,,,,18.30181818,,98.64545455,21.67666667,0.127142857,7.246363636,,0.016111111,,,,150.1818182,11.90909091,,,,,,,,,,,,,,,,,,,11.655454,11.655454,BAJO
2015,Santander,Chipatá,6,0.333333333,0.438333333,7.345,0.92,92.75,38.76666667,,,,21.11333333,,126.7,42.9575,0.058,8.301666667,,0.0038,,0.02,,0,0,,,,,,,,,,,,,,,,,,,0.195,0.195,SIN RIESGO
2015,Santander,Cimitarra,8,6.166666667,1.7925,7.3,0.95,49.75,29.5625,,,,14.83875,,91.43125,47.43166667,0.088571429,6.33375,,0.0132,,0,,370,0,,,,,,,,,,,,,,,,,,,16.965,16.965,MEDIO
2015,Santander,Concepción,9,3.555555556,1.588888889,7.3,0.435555556,83.66666667,26.96666667,,,,15.45,,95.93333333,10.33166667,0.238333333,10.00777778,,0.021714286,,,,399.25,115.125,,,,,,,,,,,,,,,,,,,24.621111,24.621111,MEDIO
2015,Santander,Confines,2,1,0.3,7.05,1.65,4,0.4,,,,0.935,,4.3,19.08,0.085,9.66,,0.023,,,,1.5,0,,,,,,,,,,,,,,,,,,,8.52,8.52,BAJO
2015,Santander,Contratación,11,4.3,1.925,6.836363636,0.563636364,12.3,2.42,,,,2.476,,12.725,22.07142857,0.105714286,7.1,,0.019,,,,450.3,3,,,,,,,,,,,,,,,,,,,23.413636,23.413636,MEDIO
